Link,Title,Views,Datetime
https://tsn.ua/ukrayina/u-minoboroni-poyasnili-prichini-zboyiv-u-roboti-zastosunku-rezerv-2581716.html,"У Міноборони пояснили причини збоїв у роботі застосунку ""Резерв+""",5864,2024-05-18T22:22:00+03:00
https://tsn.ua/exclusive/v-ukrayini-novi-pravila-vruchennya-povistok-hto-i-yakim-sposobom-mozhe-vidavati-2575046.html,Вручення повісток по-новому: хто і яким способом може їх видавати,50к,2024-05-18T22:16:00+03:00
https://tsn.ua/ukrayina/chi-bude-svitlo-v-oselyah-ukrayinciv-uzimku-pesimistichniy-prognoz-the-washington-post-2581713.html,Чи буде світло в оселях українців узимку: песимістичний прогноз The Washington Post,8168,2024-05-18T22:11:00+03:00
https://tsn.ua/svit/u-rf-geroy-svo-namagavsya-zadushiti-12-richnu-divchinku-2581710.html,"У РФ ""герой СВО"" намагався задушити 12-річну дівчинку",3675,2024-05-18T21:58:00+03:00
https://tsn.ua/exclusive/mobilizaciya-v-ukrayini-yak-zminilisya-pravila-vruchennya-povistok-oglyad-2581707.html,Мобілізація в Україні: як змінилися правила вручення повісток — огляд,4567,2024-05-18T21:49:00+03:00
https://tsn.ua/ukrayina/v-kraschih-radyanskih-tradiciyah-okupanti-zastosovuyut-noviy-vid-propagandi-2581701.html,"В ""кращих"" радянських традиціях: окупанти застосовують новий вид пропаганди",2498,2024-05-18T21:42:00+03:00
https://tsn.ua/ukrayina/zsu-zbili-chergoviy-rosiyskiy-su-25-na-donechchini-2581704.html,ЗСУ збили черговий російський Су-25 на Донеччині,2932,2024-05-18T21:41:00+03:00
https://tsn.ua/ukrayina/pravila-prohodzhennya-vlk-zminilis-u-minoboroni-opisali-mehanizm-2574416.html,Правила проходження ВЛК змінилися: в Міноборони описали механізм,22к,2024-05-18T21:41:00+03:00
https://tsn.ua/exclusive/komu-ne-treba-yti-do-tck-za-novim-zakonom-pro-mobilizaciyu-2574257.html,Кому не треба йти до ТЦК за новим законом про мобілізацію,175к,2024-05-18T21:16:00+03:00
https://tsn.ua/ato/ukrayinskiy-viyskoviy-rozpoviv-yak-pochavsya-rosiyskiy-nastup-na-harkivschini-ce-bulo-des-o-4-y-godini-2581698.html,"Український військовий розповів, як почався наступ РФ на Харківщині: ""Це було десь 4-го""",6640,2024-05-18T21:10:00+03:00
https://tsn.ua/ukrayina/na-zakarpatti-vitchim-pidpaliv-10-richnogo-pasinka-ditina-zaginula-2581695.html,На Закарпатті вітчим підпалив 10-річного пасинка: дитина загинула,6782,2024-05-18T21:04:00+03:00
https://tsn.ua/ukrayina/rosiya-ymovirno-pochne-nastup-na-sumschini-viyskoviy-ekspert-2581692.html,"Росія, ймовірно, почне наступ на Сумщині — військовий оглядач",20к,2024-05-18T20:56:00+03:00
https://tsn.ua/nauka_it/eynshteyn-mav-raciyu-vcheni-znayshli-dokazi-yogo-teoriyi-vseredini-chornoyi-diri-2581689.html,Ейнштейн мав рацію: вчені знайшли докази його теорії всередині чорної діри,5157,2024-05-18T20:44:00+03:00
https://tsn.ua/ukrayina/peretin-kordonu-vid-18-travnya-yakiy-dokument-vid-tck-vimagayut-u-cholovikiv-2581743.html,Перетин кордону від 18 травня: який документ від ТЦК вимагають у чоловіків,30к,2024-05-18T23:36:00+03:00
https://tsn.ua/exclusive/chi-ye-zaraz-zagroza-zahoplennya-harkova-vidverta-vidpovid-viyskovih-2581740.html,Чи є зараз загроза захоплення Харкова: відверта відповідь військових,35к,2024-05-18T23:30:00+03:00
https://tsn.ua/prosport/usik-ta-f-yuri-pribuli-na-biy-za-zvannya-absolyutnogo-chempiona-svitu-video-2581737.html,Усик та Ф'юрі прибули на бій за звання абсолютного чемпіона світу (відео),25к,2024-05-18T23:24:00+03:00
https://tsn.ua/ukrayina/zvit-pentagonu-vkazav-na-silni-ta-slabki-storoni-zsu-2581734.html,Звіт Пентагону вказав на сильні та слабкі сторони ЗСУ,7092,2024-05-18T22:59:00+03:00
https://tsn.ua/prosport/rosiyskogo-boksera-zhorstko-vidpravili-v-nokdaun-v-anderkardi-boyu-usik-f-yuri-video-2581731.html,Російського боксера жорстко відправили в нокдаун в андеркарді бою Усик – Ф'юрі (відео),12к,2024-05-18T22:58:00+03:00
https://tsn.ua/ukrayina/onovlennya-oblikovih-danih-chi-potribno-ce-tim-hto-vidvidav-tck-do-18-travnya-rechnik-minoboroni-2581728.html,"Оновлення облікових даних: чи потрібно це тим, хто відвідав ТЦК до 18 травня — речник Міноборони",11к,2024-05-18T22:57:00+03:00
https://tsn.ua/ato/chomu-viyskovi-skarzhatsya-na-vidsutnist-liniyi-oboroni-na-harkivschini-poyasnennya-butusova-2581725.html,Чому військові скаржаться на відсутність лінії оборони на Харківщині – пояснення Бутусова,5204,2024-05-18T22:56:00+03:00
https://tsn.ua/ukrayina/scho-bude-z-kolishnimi-obmezheno-pridatnimi-v-minoboroni-dali-poyasnennya-2581722.html,"Що буде з колишніми ""обмежено придатними"": в Міноборони дали пояснення",54к,2024-05-18T22:54:00+03:00
https://tsn.ua/ato/okupanti-v-mariupoli-znosyat-ciliy-kvartal-viselenni-zhiteli-v-rozpachi-foto-video-2574485.html,"Окупанти в Маріуполі зносять цілий квартал: виселені жителі в розпачі (фото, відео)",21к,2024-05-18T22:43:00+03:00
https://tsn.ua/prosport/usik-f-yuri-kolishniy-supernik-ukrayincya-zrobiv-prognoz-na-na-biy-za-zvannya-absolyuta-2581719.html,"Усик – Ф'юрі: колишній суперник українця зробив прогноз на бій за звання ""абсолюта""",4955,2024-05-18T22:25:00+03:00
https://tsn.ua/ukrayina/u-minoboroni-poyasnili-prichini-zboyiv-u-roboti-zastosunku-rezerv-2581716.html,"У Міноборони пояснили причини збоїв у роботі застосунку ""Резерв+""",5864,2024-05-18T22:22:00+03:00
https://tsn.ua/exclusive/v-ukrayini-novi-pravila-vruchennya-povistok-hto-i-yakim-sposobom-mozhe-vidavati-2575046.html,Вручення повісток по-новому: хто і яким способом може їх видавати,50к,2024-05-18T22:16:00+03:00
https://tsn.ua/ukrayina/chi-bude-svitlo-v-oselyah-ukrayinciv-uzimku-pesimistichniy-prognoz-the-washington-post-2581713.html,Чи буде світло в оселях українців узимку: песимістичний прогноз The Washington Post,8168,2024-05-18T22:11:00+03:00
https://tsn.ua/svit/u-rf-geroy-svo-namagavsya-zadushiti-12-richnu-divchinku-2581710.html,"У РФ ""герой СВО"" намагався задушити 12-річну дівчинку",3675,2024-05-18T21:58:00+03:00
https://tsn.ua/exclusive/mobilizaciya-v-ukrayini-yak-zminilisya-pravila-vruchennya-povistok-oglyad-2581707.html,Мобілізація в Україні: як змінилися правила вручення повісток — огляд,4567,2024-05-18T21:49:00+03:00
https://tsn.ua/ukrayina/v-kraschih-radyanskih-tradiciyah-okupanti-zastosovuyut-noviy-vid-propagandi-2581701.html,"В ""кращих"" радянських традиціях: окупанти застосовують новий вид пропаганди",2498,2024-05-18T21:42:00+03:00
https://tsn.ua/ukrayina/zsu-zbili-chergoviy-rosiyskiy-su-25-na-donechchini-2581704.html,ЗСУ збили черговий російський Су-25 на Донеччині,2932,2024-05-18T21:41:00+03:00
https://tsn.ua/ukrayina/pravila-prohodzhennya-vlk-zminilis-u-minoboroni-opisali-mehanizm-2574416.html,Правила проходження ВЛК змінилися: в Міноборони описали механізм,22к,2024-05-18T21:41:00+03:00
https://tsn.ua/exclusive/komu-ne-treba-yti-do-tck-za-novim-zakonom-pro-mobilizaciyu-2574257.html,Кому не треба йти до ТЦК за новим законом про мобілізацію,175к,2024-05-18T21:16:00+03:00
https://tsn.ua/ato/ukrayinskiy-viyskoviy-rozpoviv-yak-pochavsya-rosiyskiy-nastup-na-harkivschini-ce-bulo-des-o-4-y-godini-2581698.html,"Український військовий розповів, як почався наступ РФ на Харківщині: ""Це було десь 4-го""",6640,2024-05-18T21:10:00+03:00
https://tsn.ua/ukrayina/na-zakarpatti-vitchim-pidpaliv-10-richnogo-pasinka-ditina-zaginula-2581695.html,На Закарпатті вітчим підпалив 10-річного пасинка: дитина загинула,6782,2024-05-18T21:04:00+03:00
https://tsn.ua/ukrayina/rosiya-ymovirno-pochne-nastup-na-sumschini-viyskoviy-ekspert-2581692.html,"Росія, ймовірно, почне наступ на Сумщині — військовий оглядач",20к,2024-05-18T20:56:00+03:00
https://tsn.ua/nauka_it/eynshteyn-mav-raciyu-vcheni-znayshli-dokazi-yogo-teoriyi-vseredini-chornoyi-diri-2581689.html,Ейнштейн мав рацію: вчені знайшли докази його теорії всередині чорної діри,5157,2024-05-18T20:44:00+03:00
https://tsn.ua/tsikavinki/skilki-chasu-trivatime-nastup-na-harkivschini-shamanka-z-harkova-rozpovila-chi-varto-yihati-z-mista-2578754.html,"Скільки часу триватиме наступ на Харківщині: шаманка з Харкова розповіла, чи варто їхати з міста",63к,2024-05-17T23:55:00+03:00
https://tsn.ua/exclusive/v-ukrayini-studenti-vchitimutsya-yak-v-amerikanskih-filmah-scho-vidomo-pro-novu-osvitnyu-reformu-2581185.html,"В Україні студенти навчатимуться, як в ""американських фільмах"": що відомо про нову освітню реформу",3798,2024-05-17T23:46:00+03:00
https://tsn.ua/ato/viyska-nato-v-ukrayini-vse-pochnetsya-iz-pershimi-polotami-f-16-nalivaychenko-2581248.html,Війська НАТО в Україні: все почнеться із першими польотами F-16 – ексголова СБУ,16к,2024-05-17T23:41:00+03:00
https://tsn.ua/ukrayina/uniknuti-vruchennya-povistki-bilshe-ne-vdastsya-kabmin-zatverdiv-novi-pravila-2581245.html,Уникнути вручення повістки більше не вдасться: Кабмін затвердив нові правила,15к,2024-05-17T23:41:00+03:00
https://tsn.ua/tsikavinki/takogo-sche-ne-bulo-peremozhnicya-bitvi-ekstrasensiv-nazvala-podiyu-pislya-yakoyi-zakinchitsya-viyna-2580164.html,"""Такого ще не було"": переможниця ""Битви екстрасенсів"" назвала подію, після якої закінчиться війна",134к,2024-05-17T23:39:00+03:00
https://tsn.ua/ato/ukrayinska-oborona-pid-harkovom-nebezpechno-stonshuyetsya-guchna-stattya-bbc-2581242.html,Українська оборона під Харковом небезпечно стоншується — гучна стаття BBC,27к,2024-05-17T23:33:00+03:00
https://tsn.ua/prosport/usik-zalishiv-potuzhne-poslannya-f-yuri-pislya-poshtovhu-vid-britancya-pid-chas-bitvi-poglyadiv-video-2581239.html,Усик залишив потужне послання Ф'юрі після поштовху від британця під час битви поглядів (відео),67к,2024-05-17T23:12:00+03:00
https://tsn.ua/ukrayina/kabmin-zatverdiv-novu-formu-viyskovogo-kvitka-zgodom-vin-mozhe-z-yavitisya-v-diyi-2581236.html,"Кабмін затвердив нову форму ""військового квитка"": згодом він може з'явитися в ""Дії""",10к,2024-05-17T23:11:00+03:00
https://tsn.ua/exclusive/boyi-na-hersonschini-voyini-zsu-rozpovili-pro-situaciyu-ta-chi-ye-tam-zagroza-novogo-nastupu-rf-2581128.html,Бої на Херсонщині: воїни ЗСУ розповіли про ситуацію та чи є там загроза нового наступу РФ,3336,2024-05-17T23:11:00+03:00
https://tsn.ua/exclusive/proroctvo-budanova-pochalo-zbuvatisya-rosiya-gotuye-sche-odin-nastup-2581233.html,Пророцтво Буданова почало збуватися: Росія готує ще один наступ,80к,2024-05-17T23:09:00+03:00
https://tsn.ua/tsikavinki/pidzemniy-nastup-okupantiv-peremozhnicya-bitvi-ekstrasensiv-shokuvala-peredbachennyam-pro-dvi-oblasti-2580128.html,"""Підземний наступ"" окупантів: переможниця ""Битви екстрасенсів"" шокувала передбаченням про дві області",28к,2024-05-17T23:00:00+03:00
https://tsn.ua/ukrayina/v-ukrenergo-pro-grafiki-vidklyuchennya-svitla-18-travnya-2581230.html,"В ""Укренерго"" розповіли про графіки відключення світла 18 травня",20к,2024-05-17T22:58:00+03:00
https://tsn.ua/ukrayina/22-richniy-cholovik-zayaviv-scho-yogo-ne-mozhut-mobilizuvati-bo-vin-utrimuye-druzhinu-ta-ditey-chim-ce-zakinchilos-2580221.html,"22-річний чоловік заявив, що його ""не можуть мобілізувати, бо він утримує дружину та дітей"": як це закінчилося",18к,2024-05-17T22:30:00+03:00
https://tsn.ua/ato/chi-zdatna-ukrayina-zapobigti-novim-prorivam-frontu-z-boku-rosiyskoyi-armiyi-umyerov-dav-vidpovid-2581224.html,Чи здатна Україна запобігти новим проривам фронту з боку російської армії: Умєров дав відповідь,3401,2024-05-17T22:27:00+03:00
https://tsn.ua/svit/u-britaniyi-z-kishkivnika-divchinki-distali-15-santimetroviy-klubok-volossya-foto-2581221.html,У Британії з кишківника дівчинки дістали 15-сантиметровий клубок волосся (фото),3896,2024-05-17T22:21:00+03:00
https://tsn.ua/exclusive/robota-finansi-ta-osvita-yaki-pilgi-mayut-mobilizovani-ta-viyskovi-kontraktniki-v-ukrayini-2581161.html,"Робота, фінанси та освіта: які пільги мають мобілізовані та військові-контрактники в Україні",2072,2024-05-17T22:12:00+03:00
https://tsn.ua/prosport/zdali-nervi-f-yuri-shtovhnuv-usika-pid-chas-finalnoyi-bitvi-poglyadiv-video-2581218.html,Здали нерви: Ф'юрі штовхнув Усика під час фінальної битви поглядів (відео),5619,2024-05-17T22:11:00+03:00
https://tsn.ua/svit/na-teritoriyi-viyskovoyi-akademiyi-u-peterburzi-prolunav-vibuh-scho-stalosya-video-2581215.html,На території військової академії у Петербурзі пролунав вибух: що сталося (відео),3026,2024-05-17T22:05:00+03:00
https://tsn.ua/exclusive/yak-ne-dopustiti-vitik-gazu-v-kvartiri-gazivniki-rozpovili-kudi-zvertatis-schob-pidklyuchiti-priladi-2581152.html,"Як не допустити витік газу в квартирі: фахівці розповіли, куди звертатись, щоб підключити прилади",904,2024-05-17T21:59:00+03:00
https://tsn.ua/ukrayina/na-sumschini-cholovik-pid-kontrolem-policiyi-dvichi-zaymavsya-seksom-z-zhinkoyu-2580347.html,"На Сумщині чоловік ""під контролем поліції"" двічі займався сексом з жінкою",18к,2024-05-17T21:53:00+03:00
https://tsn.ua/exclusive/motoroshne-vbivstvo-ukrayincya-v-polschi-tilo-cholovika-rozchlenuvali-ta-spalili-2581212.html,Моторошне вбивство українця в Польщі: тіло чоловіка розчленували та спалили,7099,2024-05-17T21:51:00+03:00
https://tsn.ua/prosport/usik-ta-f-yuri-pokazali-vagu-pered-boyem-za-zvannya-absolyutnogo-chempiona-svitu-2581209.html,Усик і Ф'юрі показали вагу перед боєм за звання абсолютного чемпіона світу,29к,2024-05-17T21:50:00+03:00
https://tsn.ua/ukrayina/u-gluhomu-kuti-arestovich-rozpoviv-koli-zakinchitsya-viyna-v-ukrayini-2581203.html,"У глухому куті: Арестович розповів, коли закінчиться війна в Україні",241к,2024-05-17T21:41:00+03:00
https://tsn.ua/tsikavinki/skilki-chasu-trivatime-nastup-na-harkivschini-shamanka-z-harkova-rozpovila-chi-varto-yihati-z-mista-2578754.html,"Скільки часу триватиме наступ на Харківщині: шаманка з Харкова розповіла, чи варто їхати з міста",63к,2024-05-17T23:55:00+03:00
https://tsn.ua/exclusive/v-ukrayini-studenti-vchitimutsya-yak-v-amerikanskih-filmah-scho-vidomo-pro-novu-osvitnyu-reformu-2581185.html,"В Україні студенти навчатимуться, як в ""американських фільмах"": що відомо про нову освітню реформу",3798,2024-05-17T23:46:00+03:00
https://tsn.ua/ato/viyska-nato-v-ukrayini-vse-pochnetsya-iz-pershimi-polotami-f-16-nalivaychenko-2581248.html,Війська НАТО в Україні: все почнеться із першими польотами F-16 – ексголова СБУ,16к,2024-05-17T23:41:00+03:00
https://tsn.ua/ukrayina/uniknuti-vruchennya-povistki-bilshe-ne-vdastsya-kabmin-zatverdiv-novi-pravila-2581245.html,Уникнути вручення повістки більше не вдасться: Кабмін затвердив нові правила,15к,2024-05-17T23:41:00+03:00
https://tsn.ua/tsikavinki/takogo-sche-ne-bulo-peremozhnicya-bitvi-ekstrasensiv-nazvala-podiyu-pislya-yakoyi-zakinchitsya-viyna-2580164.html,"""Такого ще не було"": переможниця ""Битви екстрасенсів"" назвала подію, після якої закінчиться війна",134к,2024-05-17T23:39:00+03:00
https://tsn.ua/ato/ukrayinska-oborona-pid-harkovom-nebezpechno-stonshuyetsya-guchna-stattya-bbc-2581242.html,Українська оборона під Харковом небезпечно стоншується — гучна стаття BBC,27к,2024-05-17T23:33:00+03:00
https://tsn.ua/prosport/usik-zalishiv-potuzhne-poslannya-f-yuri-pislya-poshtovhu-vid-britancya-pid-chas-bitvi-poglyadiv-video-2581239.html,Усик залишив потужне послання Ф'юрі після поштовху від британця під час битви поглядів (відео),67к,2024-05-17T23:12:00+03:00
https://tsn.ua/ukrayina/kabmin-zatverdiv-novu-formu-viyskovogo-kvitka-zgodom-vin-mozhe-z-yavitisya-v-diyi-2581236.html,"Кабмін затвердив нову форму ""військового квитка"": згодом він може з'явитися в ""Дії""",10к,2024-05-17T23:11:00+03:00
https://tsn.ua/exclusive/boyi-na-hersonschini-voyini-zsu-rozpovili-pro-situaciyu-ta-chi-ye-tam-zagroza-novogo-nastupu-rf-2581128.html,Бої на Херсонщині: воїни ЗСУ розповіли про ситуацію та чи є там загроза нового наступу РФ,3336,2024-05-17T23:11:00+03:00
https://tsn.ua/exclusive/proroctvo-budanova-pochalo-zbuvatisya-rosiya-gotuye-sche-odin-nastup-2581233.html,Пророцтво Буданова почало збуватися: Росія готує ще один наступ,80к,2024-05-17T23:09:00+03:00
https://tsn.ua/tsikavinki/pidzemniy-nastup-okupantiv-peremozhnicya-bitvi-ekstrasensiv-shokuvala-peredbachennyam-pro-dvi-oblasti-2580128.html,"""Підземний наступ"" окупантів: переможниця ""Битви екстрасенсів"" шокувала передбаченням про дві області",28к,2024-05-17T23:00:00+03:00
https://tsn.ua/ukrayina/v-ukrenergo-pro-grafiki-vidklyuchennya-svitla-18-travnya-2581230.html,"В ""Укренерго"" розповіли про графіки відключення світла 18 травня",20к,2024-05-17T22:58:00+03:00
https://tsn.ua/ukrayina/22-richniy-cholovik-zayaviv-scho-yogo-ne-mozhut-mobilizuvati-bo-vin-utrimuye-druzhinu-ta-ditey-chim-ce-zakinchilos-2580221.html,"22-річний чоловік заявив, що його ""не можуть мобілізувати, бо він утримує дружину та дітей"": як це закінчилося",18к,2024-05-17T22:30:00+03:00
https://tsn.ua/ato/chi-zdatna-ukrayina-zapobigti-novim-prorivam-frontu-z-boku-rosiyskoyi-armiyi-umyerov-dav-vidpovid-2581224.html,Чи здатна Україна запобігти новим проривам фронту з боку російської армії: Умєров дав відповідь,3401,2024-05-17T22:27:00+03:00
https://tsn.ua/svit/u-britaniyi-z-kishkivnika-divchinki-distali-15-santimetroviy-klubok-volossya-foto-2581221.html,У Британії з кишківника дівчинки дістали 15-сантиметровий клубок волосся (фото),3896,2024-05-17T22:21:00+03:00
https://tsn.ua/exclusive/robota-finansi-ta-osvita-yaki-pilgi-mayut-mobilizovani-ta-viyskovi-kontraktniki-v-ukrayini-2581161.html,"Робота, фінанси та освіта: які пільги мають мобілізовані та військові-контрактники в Україні",2072,2024-05-17T22:12:00+03:00
https://tsn.ua/prosport/zdali-nervi-f-yuri-shtovhnuv-usika-pid-chas-finalnoyi-bitvi-poglyadiv-video-2581218.html,Здали нерви: Ф'юрі штовхнув Усика під час фінальної битви поглядів (відео),5619,2024-05-17T22:11:00+03:00
https://tsn.ua/svit/na-teritoriyi-viyskovoyi-akademiyi-u-peterburzi-prolunav-vibuh-scho-stalosya-video-2581215.html,На території військової академії у Петербурзі пролунав вибух: що сталося (відео),3026,2024-05-17T22:05:00+03:00
https://tsn.ua/exclusive/yak-ne-dopustiti-vitik-gazu-v-kvartiri-gazivniki-rozpovili-kudi-zvertatis-schob-pidklyuchiti-priladi-2581152.html,"Як не допустити витік газу в квартирі: фахівці розповіли, куди звертатись, щоб підключити прилади",904,2024-05-17T21:59:00+03:00
https://tsn.ua/ukrayina/na-sumschini-cholovik-pid-kontrolem-policiyi-dvichi-zaymavsya-seksom-z-zhinkoyu-2580347.html,"На Сумщині чоловік ""під контролем поліції"" двічі займався сексом з жінкою",18к,2024-05-17T21:53:00+03:00
https://tsn.ua/exclusive/motoroshne-vbivstvo-ukrayincya-v-polschi-tilo-cholovika-rozchlenuvali-ta-spalili-2581212.html,Моторошне вбивство українця в Польщі: тіло чоловіка розчленували та спалили,7099,2024-05-17T21:51:00+03:00
https://tsn.ua/prosport/usik-ta-f-yuri-pokazali-vagu-pered-boyem-za-zvannya-absolyutnogo-chempiona-svitu-2581209.html,Усик і Ф'юрі показали вагу перед боєм за звання абсолютного чемпіона світу,29к,2024-05-17T21:50:00+03:00
https://tsn.ua/ukrayina/u-gluhomu-kuti-arestovich-rozpoviv-koli-zakinchitsya-viyna-v-ukrayini-2581203.html,"У глухому куті: Арестович розповів, коли закінчиться війна в Україні",241к,2024-05-17T21:41:00+03:00
https://tsn.ua/ato/vorog-styaguye-sili-v-napryamku-sumschini-ekspert-vidpoviv-chi-ye-zagroza-nastupu-2580539.html,"Ворог стягує сили в напрямку Сумщини: експерт відповів, чи є загроза наступу",11к,2024-05-16T23:44:00+03:00
https://tsn.ua/ato/otochennya-harkova-viyskoviy-ekspert-vidpoviv-chi-vdastsya-vorogu-zahopiti-misto-2580533.html,"Оточення Харкова: військовий експерт відповів, чи вдасться ворогові захопити місто",5449,2024-05-16T23:33:00+03:00
https://tsn.ua/nauka_it/shtuchniy-intelekt-stane-dotepnishim-chogo-vin-navchivsya-2580530.html,Штучний інтелект стане дотепнішим: чого він навчився,1393,2024-05-16T23:12:00+03:00
https://tsn.ua/svit/odin-krok-do-smerti-moloda-zhinka-chekala-dozvolu-na-evtanaziyu-3-5-roki-i-pomre-vzhe-za-kilka-tizhniv-2580521.html,"Один крок до смерті: молода жінка чекала дозволу на евтаназію 3,5 роки і помре вже за кілька тижнів",5254,2024-05-16T23:09:00+03:00
https://tsn.ua/ukrayina/noviy-skandal-iz-tck-lyudi-u-formi-zastosuvali-perceviy-balonchik-prosto-v-gromadskomu-transporti-2580518.html,Новий скандал із ТЦК: люди у формі застосували перцевий балончик просто в громадському транспорті,6524,2024-05-16T23:02:00+03:00
https://tsn.ua/ato/rf-ne-planuye-zakpiplyuvatisya-u-vovchansku-ekspert-pro-pidstupniy-plan-voroga-2580515.html,РФ не планує закріплюватися у Вовчанську: експерт про підступний план ворога,6574,2024-05-16T22:58:00+03:00
https://tsn.ua/lady/news/obschestvo/u-rozkishnih-vishivankah-volodimir-i-olena-zelenski-privitali-ukrayinciv-zi-svyatom-2580122.html,У розкішних вишиванках: Володимир і Олена Зеленські привітали українців зі святом,29к,2024-05-16T22:53:00+03:00
https://tsn.ua/lady/news/show-biznes/u-chervoniy-sukni-z-seksualnim-dekolte-turecka-aktorka-v-efektnomu-autfiti-postala-na-kinofestivali-u-kannah-2580512.html,У червоній сукні з сексуальним декольте: турецька акторка в ефектному аутфіті постала на кінофестивалі у Каннах,3184,2024-05-16T22:53:00+03:00
https://tsn.ua/lady/news/show-biznes/u-sukni-zi-shleyfom-i-gipsom-na-ruci-zirka-bollivudu-ayshvariya-ray-z-yavilasya-z-travmoyu-v-kannah-2580509.html,В сукні зі шлейфом і гіпсом на руці: зірка Боллівуду Айшварія Рай з'явилася з травмою в Каннах,2852,2024-05-16T22:43:00+03:00
https://tsn.ua/lady/news/show-biznes/u-goliy-sukni-tayska-aktorka-u-vidvertomu-obrazi-z-yavilasya-na-lazurovomu-uzberezhzhi-2580506.html,"В ""голій"" сукні: тайська акторка у відвертому образі з'явилася на Лазуровому узбережжі",3965,2024-05-16T22:36:00+03:00
https://tsn.ua/ukrayina/elitna-neruhomist-v-dubayi-sered-vlasnikiv-chinni-ukrayinski-posadovci-2580503.html,Елітна нерухомість в Дубаї: серед власників – чинні українські посадовці,6660,2024-05-16T22:28:00+03:00
https://tsn.ua/svit/u-turechchini-zayavili-scho-yihniy-noviy-vinischuvach-kraschiy-za-amerikanskiy-f-35-foto-2580500.html,"У Туреччині заявили, що їхній новий винищувач кращий за американський F-35 (фото)",25к,2024-05-16T22:09:00+03:00
https://tsn.ua/ato/chi-ye-u-rosiyi-sili-neobhidni-dlya-prorivu-na-harkivschini-komanduvach-nato-dav-vidpovid-2580497.html,"Чи є у Росії сили, необхідні для прориву на Харківщині: командувач НАТО дав відповідь",3538,2024-05-16T22:06:00+03:00
https://tsn.ua/exclusive/u-polschi-zminyuyut-viplati-dlya-bizhenciv-scho-potribno-znati-ukrayincyam-2580494.html,У Польщі змінюють виплати для біженців: що потрібно знати українцям,3269,2024-05-16T22:02:00+03:00
https://tsn.ua/ato/chi-vpline-zustrich-putina-i-si-na-poziciyu-ukrayini-schodo-peremovin-u-nato-zrobili-zhorstku-zayavu-2580491.html,Чи вплине зустріч Путіна і Сі на позицію України щодо перемовин: у НАТО зробили жорстку заяву,4765,2024-05-16T21:59:00+03:00
https://tsn.ua/groshi/v-ukrayini-vidchutno-zminitsya-kurs-dolara-chogo-ochikuvati-2580485.html,В Україні відчутно зміниться курс долара: чого очікувати,14к,2024-05-16T21:50:00+03:00
https://tsn.ua/vypusky/tsn/novini-tsn-onlayn-19-30-16-travnya-nastup-na-harkivschini-zav-yaz-bavovna-u-krimu-i-svitlo-znikaye-2580488.html,"Новини ТСН онлайн 19:30 16 травня. Наступ на Харківщині зав'яз, бавовна у Криму і світло зникає",645,2024-05-16T21:39:00+03:00
https://tsn.ua/ato/denacifikaciyi-v-diyi-u-byelgorodskiy-oblasti-kadirovec-rozstrilyav-troh-tovarishiv-po-sluzhbi-i-vtik-zi-zbroyeyu-2580482.html,"Денацифікація в дії: у Бєлгородській області ""кадировець"" розстріляв трьох товаришів по службі і втік зі зброєю",3241,2024-05-16T21:22:00+03:00
https://tsn.ua/ato/schoyno-znovu-rozbombili-byelgorod-gur-perehopilo-rozmovu-dvoh-rosiyan-2580476.html,"""Щойно знову розбомбили Бєлгород"": ГУР перехопило розмову двох росіян",7002,2024-05-16T21:09:00+03:00
https://tsn.ua/ukrayina/v-ukrayini-vlitku-mozhut-buti-zaprovadzheni-grafiki-vidklyuchennya-svitla-2580473.html,В Україні влітку можуть бути запроваджені графіки відключення світла,2587,2024-05-16T21:08:00+03:00
https://tsn.ua/ukrayina/mobilizaciya-transportu-v-ukrayini-kabmin-gotuye-syurpriz-dlya-biznesu-nardep-2580470.html,"Мобілізація транспорту в Україні: Кабмін готує ""сюрприз"" для бізнесу – нардеп",6761,2024-05-16T21:02:00+03:00
https://tsn.ua/ato/ataka-na-aerodrom-belbek-u-krimu-analitik-pro-naslidki-udaru-i-urazheni-cili-2580467.html,"Атака на аеродром ""Бельбек"" у Криму: аналітик про наслідки удару та уражені цілі",12к,2024-05-16T20:53:00+03:00
https://tsn.ua/ukrayina/mecenat-oleg-krot-spilno-z-partnerami-prodovzhuye-robotu-proyektu-mobilni-likarni-dlya-viddalenih-i-deokupovanih-teritoriy-ukrayini-2580464.html,Меценат Олег Крот спільно з партнерами продовжує роботу проєкту «Мобільні лікарні» для віддалених і деокупованих територій України Актуально,666,2024-05-16T20:52:00+03:00
https://tsn.ua/ato/vorog-styaguye-sili-v-napryamku-sumschini-ekspert-vidpoviv-chi-ye-zagroza-nastupu-2580539.html,"Ворог стягує сили в напрямку Сумщини: експерт відповів, чи є загроза наступу",11к,2024-05-16T23:44:00+03:00
https://tsn.ua/ato/otochennya-harkova-viyskoviy-ekspert-vidpoviv-chi-vdastsya-vorogu-zahopiti-misto-2580533.html,"Оточення Харкова: військовий експерт відповів, чи вдасться ворогові захопити місто",5449,2024-05-16T23:33:00+03:00
https://tsn.ua/nauka_it/shtuchniy-intelekt-stane-dotepnishim-chogo-vin-navchivsya-2580530.html,Штучний інтелект стане дотепнішим: чого він навчився,1393,2024-05-16T23:12:00+03:00
